product_id,district_id,date,percent_access,engagement_index
33703,1857,2020-01-01,0.07,0.7
69863,1857,2020-01-01,0.07,2.81
91030,1857,2020-01-01,0.07,11.95
19181,1857,2020-01-01,0.42,92.06
41424,1857,2020-01-01,0.77,219.96
16164,1857,2020-01-01,0.0,0.0
28504,1857,2020-01-01,0.21,18.27
94984,1857,2020-01-01,0.07,2.81
49751,1857,2020-01-01,0.14,4.92
54430,1857,2020-01-01,0.14,45.68
84652,1857,2020-01-01,0.07,13.35
16633,1857,2020-01-01,0.07,1.41
15891,1857,2020-01-01,0.0,0.0
99916,1857,2020-01-01,2.04,92.06
16468,1857,2020-01-01,0.07,1.41
15305,1857,2020-01-01,0.07,0.7
24342,1857,2020-01-01,0.21,110.33
32213,1857,2020-01-01,2.95,163.04
86059,1857,2020-01-01,0.28,9.14
72758,1857,2020-01-01,0.0,0.0
64030,1857,2020-01-01,0.07,0.7
28525,1857,2020-01-01,0.07,3.51
34887,1857,2020-01-01,0.28,10.54
69827,1857,2020-01-01,0.42,37.95
86407,1857,2020-01-01,0.07,2.11
95731,1857,2020-01-01,4.01,482.08
14168,1857,2020-01-01,0.07,0.7
26488,1857,2020-01-01,0.84,103.3
57949,1857,2020-01-01,0.07,7.73
24711,1857,2020-01-01,0.07,0.7
73952,1857,2020-01-01,0.28,9.84
87342,1857,2020-01-01,0.07,0.7
19044,1857,2020-01-01,0.14,4.92
13496,1857,2020-01-01,0.56,53.41
41980,1857,2020-01-01,0.07,2.11
56028,1857,2020-01-01,0.07,0.7
81654,1857,2020-01-01,0.07,0.7
46123,1857,2020-01-01,0.07,0.7
25864,1857,2020-01-01,0.07,0.7
15254,1857,2020-01-01,0.07,0.7
94058,1857,2020-01-01,0.07,0.7
64948,1857,2020-01-01,0.07,0.7
30593,1857,2020-01-01,0.07,0.7
77698,1857,2020-01-01,0.07,0.7
33185,1857,2020-01-01,0.56,30.92
64947,1857,2020-01-01,0.07,2.81
98265,1857,2020-01-01,0.42,9.14
65358,1857,2020-01-01,0.07,1.41
70740,1857,2020-01-01,0.07,0.7
55589,1857,2020-01-01,0.07,7.03
78818,1857,2020-01-01,0.07,0.7
81189,1857,2020-01-01,0.14,10.54
14769,1857,2020-01-01,0.07,11.95
51340,1857,2020-01-01,0.21,12.65
28504,1857,2020-01-02,1.12,74.44
53399,1857,2020-01-02,0.07,0.7
72758,1857,2020-01-02,0.21,18.26
48036,1857,2020-01-02,0.14,9.83
34887,1857,2020-01-02,0.56,31.6
80659,1857,2020-01-02,0.28,2.81
13496,1857,2020-01-02,6.32,531.6
49570,1857,2020-01-02,0.14,1.4
30851,1857,2020-01-02,0.14,2.11
16406,1857,2020-01-02,0.28,157.3
85975,1857,2020-01-02,0.21,33.01
41581,1857,2020-01-02,0.07,1.4
53775,1857,2020-01-02,0.07,13.34
61945,1857,2020-01-02,0.07,3.51
24342,1857,2020-01-02,3.23,511.24
77698,1857,2020-01-02,0.21,3.51
66551,1857,2020-01-02,0.07,2.81
