product_id,district_id,date,percent_access,engagement_index
41150,1179,2020-01-30,0.04,1.64
39299,1179,2020-01-30,0.04,1.23
75088,1179,2020-01-30,0.04,0.41
49369,1179,2020-01-30,0.21,4.11
71775,1179,2020-01-30,0.04,0.82
75612,1179,2020-01-30,0.04,0.41
30036,1179,2020-01-30,0.04,1.23
72758,1179,2020-01-30,3.99,218.75
52615,1179,2020-01-30,0.0,0.0
55589,1179,2020-01-30,2.75,205.59
78818,1179,2020-01-30,0.21,2.88
23483,1179,2020-01-30,0.0,0.0
14975,1179,2020-01-30,0.33,5.76
86059,1179,2020-01-30,0.16,7.4
99066,1179,2020-01-30,0.0,0.0
89267,1179,2020-01-30,0.0,0.0
50479,1179,2020-01-30,6.87,782.89
86294,1179,2020-01-30,1.07,67.85
65358,1179,2020-01-30,0.12,6.99
68713,1179,2020-01-30,0.82,57.98
49785,1179,2020-01-30,0.0,0.0
20594,1179,2020-01-30,0.95,54.28
11156,1179,2020-01-30,0.21,9.87
90929,1179,2020-01-30,4.11,110.61
98606,1179,2020-01-30,0.0,0.0
78063,1179,2020-01-30,75.9,4379.11
59380,1179,2020-01-30,0.0,0.0
25262,1179,2020-01-30,0.0,0.0
85975,1179,2020-01-30,4.52,511.92
41581,1179,2020-01-30,0.21,32.07
40928,1179,2020-01-30,0.29,3.7
75781,1179,2020-01-30,0.12,1.23
77774,1179,2020-01-30,0.0,0.0
19334,1179,2020-01-30,0.04,0.41
92589,1179,2020-01-30,0.0,0.0
92924,1179,2020-01-30,0.0,0.0
77698,1179,2020-01-30,0.25,2.88
12803,1179,2020-01-30,0.08,0.82
17177,1179,2020-01-30,0.0,0.0
81189,1179,2020-01-30,0.0,0.0
40904,1179,2020-01-30,0.0,0.0
92290,1179,2020-01-30,0.53,212.17
96111,1179,2020-01-30,0.0,0.0
35971,1179,2020-01-30,4.44,263.16
11712,1179,2020-01-30,0.21,13.98
26696,1179,2020-01-30,0.0,0.0
10745,1179,2020-01-30,0.29,6.17
99142,1179,2020-01-30,0.04,1.23
90440,1179,2020-01-30,5.22,1721.22
18772,1179,2020-01-30,0.16,7.4
13699,1179,2020-01-30,1.97,92.11
64504,1179,2020-01-30,0.0,0.0
79886,1179,2020-01-30,0.12,4.11
71275,1179,2020-01-30,0.04,0.41
16468,1179,2020-01-30,0.04,0.41
96031,1179,2020-01-30,0.0,0.0
86703,1179,2020-01-30,0.0,0.0
44734,1179,2020-01-30,0.16,2.06
76889,1179,2020-01-30,0.0,0.0
87650,1179,2020-01-30,0.0,0.0
16986,1179,2020-01-30,0.0,0.0
30025,1179,2020-01-30,0.0,0.0
78247,1179,2020-01-30,0.0,0.0
64850,1179,2020-01-30,0.0,0.0
37017,1179,2020-01-30,0.12,2.47
72673,1179,2020-01-30,0.0,0.0
18896,1179,2020-01-30,0.04,3.29
94158,1179,2020-01-30,0.58,19.74
10084,1179,2020-01-30,0.04,0.41
51288,1179,2020-01-30,0.0,0.0
53399,1179,2020-01-30,1.6,170.23
42608,1179,2020-01-30,0.0,0.0
76219,1179,2020-01-30,0.49,16.45
52695,1179,2020-01-30,0.04,0.41
38326,1179,2020-01-30,0.04,2.47
45811,1179,2020-01-30,0.21,3.29
51853,1179,2020-01-30,0.04,0.82
98402,1179,2020-01-30,0.04,0.82
86407,1179,2020-01-30,0.04,0.41
81654,1179,2020-01-30,1.48,18.5
52196,1179,2020-01-30,0.78,21.79
16633,1179,2020-01-30,0.29,7.4
47267,1179,2020-01-30,0.0,0.0
36692,1179,2020-01-30,14.97,2587.17
37209,1179,2020-01-30,0.04,0.41
24120,1179,2020-01-30,2.75,307.15
62934,1179,2020-01-30,0.21,43.17
42958,1179,2020-01-30,0.0,0.0
97209,1179,2020-01-30,0.08,1.23
29286,1179,2020-01-30,0.04,0.41
11206,1179,2020-01-30,0.12,2.06
64998,1179,2020-01-30,0.0,0.0
49563,1179,2020-01-30,1.77,384.46
10650,1179,2020-01-30,0.0,0.0
24778,1179,2020-01-30,0.0,0.0
