product_id,district_id,date,percent_access,engagement_index
95731,1204,2020-01-01,0.09,85.86
71805,1204,2020-01-01,0.09,3.47
59150,1204,2020-01-01,0.0,0.0
57084,1204,2020-01-01,0.09,0.87
47364,1204,2020-01-01,0.0,0.0
30025,1204,2020-01-01,0.0,0.0
69863,1204,2020-01-01,0.09,0.87
10533,1204,2020-01-01,0.0,0.0
13496,1204,2020-01-01,0.09,131.83
26533,1204,2020-01-01,0.09,0.87
36620,1204,2020-01-01,0.09,11.27
67035,1204,2020-01-01,0.0,0.0
48165,1204,2020-01-01,0.0,0.0
15254,1204,2020-01-01,0.09,6.07
73101,1204,2020-01-01,0.0,0.0
69827,1204,2020-01-01,0.0,0.0
60825,1204,2020-01-01,0.0,0.0
15465,1204,2020-01-01,0.09,0.87
76219,1204,2020-01-01,0.0,0.0
26488,1204,2020-01-01,0.0,0.0
72758,1204,2020-01-01,0.0,0.0
51340,1204,2020-01-01,0.0,0.0
59304,1204,2020-01-01,0.0,0.0
99916,1204,2020-01-01,0.0,0.0
89360,1204,2020-01-01,0.0,0.0
32213,1204,2020-01-01,0.09,0.87
37153,1204,2020-01-02,0.09,0.87
98265,1204,2020-01-02,0.0,0.0
26999,1204,2020-01-02,0.09,2.6
76214,1204,2020-01-02,0.0,0.0
65277,1204,2020-01-02,0.0,0.0
84152,1204,2020-01-02,0.0,0.0
16401,1204,2020-01-02,0.0,0.0
37804,1204,2020-01-02,0.0,0.0
15254,1204,2020-01-02,0.09,5.2
48165,1204,2020-01-02,0.0,0.0
65358,1204,2020-01-02,0.0,0.0
51340,1204,2020-01-02,0.0,0.0
67035,1204,2020-01-02,0.0,0.0
49571,1204,2020-01-02,0.0,0.0
99916,1204,2020-01-02,0.0,0.0
12803,1204,2020-01-02,0.0,0.0
69827,1204,2020-01-02,0.09,0.87
50479,1204,2020-01-02,0.09,32.96
72758,1204,2020-01-02,0.0,0.0
92993,1204,2020-01-02,0.09,0.87
36620,1204,2020-01-02,0.09,12.14
71805,1204,2020-01-02,0.09,2.6
47364,1204,2020-01-02,0.09,2.6
69863,1204,2020-01-02,0.09,2.6
93742,1204,2020-01-02,0.09,25.15
80144,1204,2020-01-02,0.0,0.0
76459,1204,2020-01-02,0.0,0.0
30025,1204,2020-01-02,0.0,0.0
76219,1204,2020-01-02,0.0,0.0
95731,1204,2020-01-02,0.17,86.73
73101,1204,2020-01-02,0.0,0.0
33562,1204,2020-01-02,0.0,0.0
28504,1204,2020-01-02,0.0,0.0
99674,1204,2020-01-02,0.0,0.0
89360,1204,2020-01-02,0.0,0.0
57084,1204,2020-01-02,0.17,11.27
25559,1204,2020-01-02,0.09,8.67
55355,1204,2020-01-02,0.0,0.0
24711,1204,2020-01-02,0.0,0.0
26488,1204,2020-01-02,0.0,0.0
13496,1204,2020-01-02,0.09,142.24
26753,1204,2020-01-03,0.0,0.0
85975,1204,2020-01-03,0.09,2.6
26999,1204,2020-01-03,0.09,65.05
60825,1204,2020-01-03,0.0,0.0
12803,1204,2020-01-03,0.0,0.0
30114,1204,2020-01-03,0.0,0.0
57084,1204,2020-01-03,0.09,1.73
49785,1204,2020-01-03,0.0,0.0
50479,1204,2020-01-03,0.09,38.16
26488,1204,2020-01-03,0.0,0.0
48165,1204,2020-01-03,0.0,0.0
99916,1204,2020-01-03,0.0,0.0
13699,1204,2020-01-03,0.0,0.0
37891,1204,2020-01-03,0.0,0.0
63740,1204,2020-01-03,0.0,0.0
90153,1204,2020-01-03,0.09,0.87
47364,1204,2020-01-03,0.0,0.0
11069,1204,2020-01-03,0.0,0.0
72703,1204,2020-01-03,0.0,0.0
45811,1204,2020-01-03,0.09,0.87
33562,1204,2020-01-03,0.0,0.0
69827,1204,2020-01-03,0.09,0.87
36620,1204,2020-01-03,0.09,14.74
72758,1204,2020-01-03,0.0,0.0
95731,1204,2020-01-03,0.26,41.63
67035,1204,2020-01-03,0.0,0.0
13496,1204,2020-01-03,0.09,63.31
28504,1204,2020-01-03,0.0,0.0
28709,1204,2020-01-03,0.0,0.0
59061,1204,2020-01-04,0.0,0.0
76219,1204,2020-01-04,0.0,0.0
28504,1204,2020-01-04,0.0,0.0
13496,1204,2020-01-04,0.09,33.82
55031,1204,2020-01-04,0.0,0.0
65131,1204,2020-01-04,0.0,0.0
67035,1204,2020-01-04,0.0,0.0
26488,1204,2020-01-04,0.0,0.0
