product_id,district_id,date,percent_access,engagement_index
36620,1742,2020-01-01,0.07,4.1
79578,1742,2020-01-01,0.0,0.0
50479,1742,2020-01-01,0.02,0.91
53399,1742,2020-01-01,0.0,0.0
44025,1742,2020-01-01,0.02,0.23
43491,1742,2020-01-01,0.05,5.23
87855,1742,2020-01-01,0.02,7.51
47364,1742,2020-01-01,0.0,0.0
25585,1742,2020-01-01,0.0,0.0
73952,1742,2020-01-01,0.0,0.0
33185,1742,2020-01-01,0.07,15.7
26488,1742,2020-01-01,0.16,36.19
70167,1742,2020-01-01,0.02,6.14
13591,1742,2020-01-01,0.0,0.0
71740,1742,2020-01-01,0.0,0.0
34983,1742,2020-01-01,0.05,3.41
16633,1742,2020-01-01,0.02,0.23
97209,1742,2020-01-01,0.0,0.0
36067,1742,2020-01-01,0.0,0.0
77430,1742,2020-01-01,0.05,4.55
40928,1742,2020-01-01,0.05,0.68
28504,1742,2020-01-01,0.05,1.82
23927,1742,2020-01-01,0.0,0.0
32340,1742,2020-01-01,0.02,0.68
65277,1742,2020-01-01,0.0,0.0
29286,1742,2020-01-01,0.02,0.23
68019,1742,2020-01-01,0.0,0.0
26696,1742,2020-01-01,0.0,0.0
52091,1742,2020-01-01,0.0,0.0
49687,1742,2020-01-01,0.02,1.37
56978,1742,2020-01-01,0.0,0.0
62934,1742,2020-01-01,0.0,0.0
80144,1742,2020-01-01,0.02,0.23
71643,1742,2020-01-01,0.0,0.0
71805,1742,2020-01-01,0.02,1.14
48165,1742,2020-01-01,0.05,3.87
72758,1742,2020-01-01,0.09,1.37
69863,1742,2020-01-01,0.09,1.59
32213,1742,2020-01-01,0.5,37.32
98265,1742,2020-01-01,0.07,0.91
85952,1742,2020-01-01,0.0,0.0
17332,1742,2020-01-01,0.0,0.0
19184,1742,2020-01-01,0.02,0.23
64948,1742,2020-01-01,0.02,0.23
37479,1742,2020-01-01,0.0,0.0
49619,1742,2020-01-01,0.02,0.23
33624,1742,2020-01-01,0.0,0.0
99916,1742,2020-01-01,0.2,3.64
57084,1742,2020-01-01,0.02,0.46
58809,1742,2020-01-01,0.0,0.0
71370,1742,2020-01-01,0.02,0.46
13496,1742,2020-01-01,0.02,0.23
91873,1742,2020-01-01,0.0,0.0
35237,1742,2020-01-01,0.05,0.91
14168,1742,2020-01-01,0.0,0.0
35971,1742,2020-01-01,0.0,0.0
36692,1742,2020-01-01,0.02,3.41
24120,1742,2020-01-01,0.02,2.5
92871,1742,2020-01-01,0.0,0.0
90153,1742,2020-01-01,0.0,0.0
69827,1742,2020-01-01,0.39,6.37
10533,1742,2020-01-01,0.0,0.0
59257,1742,2020-01-01,0.0,0.0
95731,1742,2020-01-01,0.3,63.5
41424,1742,2020-01-01,0.02,47.56
51340,1742,2020-01-01,0.02,0.23
63178,1742,2020-01-01,0.0,0.0
76649,1742,2020-01-01,0.02,0.23
40230,1742,2020-01-01,0.0,0.0
45005,1742,2020-01-01,0.0,0.0
89267,1742,2020-01-01,0.0,0.0
69429,1742,2020-01-01,0.0,0.0
76214,1742,2020-01-01,0.0,0.0
15254,1742,2020-01-01,0.02,40.51
79547,1742,2020-01-01,0.0,0.0
43818,1742,2020-01-01,0.0,0.0
70167,1742,2020-01-02,0.02,0.91
76459,1742,2020-01-02,0.0,0.0
38871,1742,2020-01-02,0.02,0.46
77832,1742,2020-01-02,0.02,0.23
69827,1742,2020-01-02,0.48,12.52
76214,1742,2020-01-02,0.0,0.0
33185,1742,2020-01-02,0.09,2.05
64948,1742,2020-01-02,0.18,4.55
68019,1742,2020-01-02,0.02,1.14
80190,1742,2020-01-02,0.02,0.23
24120,1742,2020-01-02,0.02,0.23
55355,1742,2020-01-02,0.0,0.0
63801,1742,2020-01-02,0.07,2.28
19126,1742,2020-01-02,0.0,0.0
25793,1742,2020-01-02,0.02,1.59
11206,1742,2020-01-02,0.02,0.23
