product_id,district_id,date,percent_access,engagement_index
13699,1444,2020-01-01,0.0,0.0
55223,1444,2020-01-01,0.18,3.67
10650,1444,2020-01-01,0.18,7.34
37296,1444,2020-01-01,0.0,0.0
72758,1444,2020-01-01,0.0,0.0
49535,1444,2020-01-01,0.18,7.34
10533,1444,2020-01-01,1.1,521.1
77698,1444,2020-01-01,0.18,36.7
14168,1444,2020-01-01,0.0,0.0
25267,1444,2020-01-01,0.18,102.75
29322,1444,2020-01-01,1.65,1165.14
33946,1444,2020-01-01,0.0,0.0
85422,1444,2020-01-01,0.18,38.53
60825,1444,2020-01-01,0.37,58.72
98265,1444,2020-01-01,0.0,0.0
50580,1444,2020-01-01,0.73,18.35
32213,1444,2020-01-01,3.67,1242.2
86812,1444,2020-01-01,0.0,0.0
94058,1444,2020-01-01,0.37,77.06
67035,1444,2020-01-01,0.0,0.0
87342,1444,2020-01-01,0.55,121.1
95859,1444,2020-01-01,0.18,18.35
89267,1444,2020-01-01,0.18,51.38
72645,1444,2020-01-01,2.39,209.17
86059,1444,2020-01-01,0.18,12.84
26753,1444,2020-01-01,0.0,0.0
78818,1444,2020-01-01,0.18,7.34
70167,1444,2020-01-01,0.0,0.0
52448,1444,2020-01-01,0.0,0.0
28199,1444,2020-01-01,0.0,0.0
55007,1444,2020-01-01,0.18,3.67
79673,1444,2020-01-01,0.0,0.0
80574,1444,2020-01-01,0.18,3.67
69863,1444,2020-01-01,0.18,16.51
13496,1444,2020-01-01,0.37,113.76
33185,1444,2020-01-01,0.18,3.67
77713,1444,2020-01-01,0.18,3.67
49751,1444,2020-01-01,0.18,7.34
99916,1444,2020-01-01,1.65,80.73
96706,1444,2020-01-01,0.18,3.67
69827,1444,2020-01-01,0.18,11.01
19181,1444,2020-01-01,2.39,1480.73
56028,1444,2020-01-01,0.18,3.67
28633,1444,2020-01-01,0.37,33.03
51340,1444,2020-01-01,0.92,25.69
27009,1444,2020-01-01,0.18,141.28
