product_id,district_id,date,percent_access,engagement_index
57513,1052,2020-01-01,0.49,141.28
42091,1052,2020-01-01,0.04,0.41
53399,1052,2020-01-01,0.04,8.19
32213,1052,2020-01-01,0.9,44.23
85836,1052,2020-01-01,0.04,0.41
94158,1052,2020-01-01,0.04,0.41
26488,1052,2020-01-01,0.41,117.94
99916,1052,2020-01-01,1.19,80.67
92867,1052,2020-01-01,0.04,2.05
16164,1052,2020-01-01,0.04,0.41
84146,1052,2020-01-01,0.04,1.64
29322,1052,2020-01-01,0.16,24.57
77698,1052,2020-01-01,0.04,1.23
11206,1052,2020-01-01,0.04,0.41
62934,1052,2020-01-01,0.04,0.41
54430,1052,2020-01-01,0.04,1.23
72758,1052,2020-01-01,0.04,6.14
13205,1052,2020-01-01,0.04,0.41
98265,1052,2020-01-01,0.04,0.82
60051,1052,2020-01-01,0.08,0.82
69863,1052,2020-01-01,0.04,0.82
34168,1052,2020-01-01,0.04,3.28
62318,1052,2020-01-01,0.04,7.78
89050,1052,2020-01-01,0.04,0.41
86059,1052,2020-01-01,0.08,13.1
33478,1052,2020-01-01,0.04,0.82
28504,1052,2020-01-01,0.04,0.41
76649,1052,2020-01-01,0.49,6.14
97280,1052,2020-01-01,0.08,10.24
71805,1052,2020-01-01,0.2,7.78
37153,1052,2020-01-01,0.04,0.41
16753,1052,2020-01-01,0.04,0.41
24711,1052,2020-01-01,0.04,0.41
55589,1052,2020-01-01,0.04,10.24
69827,1052,2020-01-01,0.37,13.51
95731,1052,2020-01-01,1.35,157.25
57084,1052,2020-01-01,0.66,65.93
50282,1052,2020-01-01,0.04,0.41
72676,1052,2020-01-01,0.04,1.23
20226,1052,2020-01-01,0.04,1.23
39048,1052,2020-01-01,0.04,0.41
83248,1052,2020-01-01,0.08,9.01
15225,1052,2020-01-01,0.04,0.82
61384,1052,2020-01-01,0.04,40.13
64948,1052,2020-01-01,0.04,2.05
33185,1052,2020-01-01,0.29,29.48
15254,1052,2020-01-01,0.41,132.27
91165,1052,2020-01-02,0.04,1.23
62318,1052,2020-01-02,0.04,14.74
60051,1052,2020-01-02,0.08,1.23
94324,1052,2020-01-02,0.08,4.1
51340,1052,2020-01-02,0.08,0.82
28504,1052,2020-01-02,0.0,0.0
32213,1052,2020-01-02,1.6,122.85
94158,1052,2020-01-02,0.04,0.41
53399,1052,2020-01-02,0.12,25.39
64947,1052,2020-01-02,0.04,0.41
16753,1052,2020-01-02,0.04,2.05
73101,1052,2020-01-02,0.04,1.23
43491,1052,2020-01-02,0.08,82.31
26488,1052,2020-01-02,0.53,55.69
61384,1052,2020-01-02,0.04,6.55
14124,1052,2020-01-02,0.12,1.23
10533,1052,2020-01-02,0.04,8.6
24711,1052,2020-01-02,0.04,0.41
72758,1052,2020-01-02,0.04,0.82
95731,1052,2020-01-02,1.76,271.5
53775,1052,2020-01-02,0.04,0.41
10650,1052,2020-01-02,0.04,0.82
86812,1052,2020-01-02,0.04,0.82
86775,1052,2020-01-02,0.08,4.91
99916,1052,2020-01-02,1.35,80.26
97280,1052,2020-01-02,0.04,9.42
33185,1052,2020-01-02,0.45,42.18
33478,1052,2020-01-02,0.04,2.05
71805,1052,2020-01-02,0.33,10.65
83248,1052,2020-01-02,0.08,3.28
42091,1052,2020-01-02,0.04,1.23
52758,1052,2020-01-02,0.04,0.41
29322,1052,2020-01-02,0.25,27.85
76214,1052,2020-01-02,0.04,7.37
30851,1052,2020-01-02,0.04,0.82
57084,1052,2020-01-02,0.82,29.89
26512,1052,2020-01-02,0.04,1.23
88925,1052,2020-01-02,0.08,0.82
65195,1052,2020-01-02,0.04,2.05
69827,1052,2020-01-02,0.41,20.48
11206,1052,2020-01-02,0.04,0.41
69429,1052,2020-01-02,0.04,0.41
