product_id,district_id,date,percent_access,engagement_index
26488,1772,2020-02-07,7.04,968.31
57949,1772,2020-02-07,1.06,73.94
63335,1772,2020-02-07,0.35,14.08
88925,1772,2020-02-07,0.35,7.04
24711,1772,2020-02-07,0.7,95.07
11635,1772,2020-02-07,0.0,0.0
28525,1772,2020-02-07,0.35,56.34
80144,1772,2020-02-07,0.35,3.52
37600,1772,2020-02-07,5.99,654.93
81457,1772,2020-02-07,0.0,0.0
69827,1772,2020-02-07,1.06,24.65
47364,1772,2020-02-07,37.68,3341.55
36102,1772,2020-02-07,2.82,517.61
97280,1772,2020-02-07,0.7,7.04
26753,1772,2020-02-07,0.35,21.13
87696,1772,2020-02-07,0.0,0.0
24829,1772,2020-02-07,4.93,426.06
92993,1772,2020-02-07,32.04,2355.63
34778,1772,2020-02-07,1.06,14.08
60825,1772,2020-02-07,0.35,7.04
18904,1772,2020-02-07,0.35,3.52
11206,1772,2020-02-07,0.35,3.52
76214,1772,2020-02-07,9.86,771.13
95731,1772,2020-02-07,5.28,302.82
83270,1772,2020-02-07,0.35,3.52
64947,1772,2020-02-07,5.63,228.87
80560,1772,2020-02-07,0.35,24.65
92844,1772,2020-02-07,0.35,31.69
69863,1772,2020-02-07,0.7,7.04
54827,1772,2020-02-07,1.76,88.03
63178,1772,2020-02-07,0.0,0.0
98265,1772,2020-02-07,0.35,10.56
25559,1772,2020-02-07,0.35,14.08
16406,1772,2020-02-07,0.35,17.61
57084,1772,2020-02-07,12.68,419.01
93690,1772,2020-02-07,0.35,3.52
45005,1772,2020-02-07,0.35,3.52
30593,1772,2020-02-07,0.35,7.04
49687,1772,2020-02-07,0.35,24.65
17332,1772,2020-02-07,0.35,10.56
99916,1772,2020-02-07,1.41,24.65
28504,1772,2020-02-07,0.0,0.0
95859,1772,2020-02-07,0.0,0.0
32213,1772,2020-02-07,7.04,207.75
36692,1772,2020-02-07,0.35,24.65
94954,1772,2020-02-07,8.45,151.41
23094,1772,2020-02-07,0.0,0.0
61441,1772,2020-02-08,0.34,10.24
10973,1772,2020-02-08,0.34,6.83
92844,1772,2020-02-08,0.34,23.89
26488,1772,2020-02-08,0.68,47.78
90153,1772,2020-02-08,0.34,17.06
54827,1772,2020-02-08,0.34,20.48
99916,1772,2020-02-08,0.34,10.24
28504,1772,2020-02-08,0.34,13.65
69827,1772,2020-02-08,0.34,3.41
32213,1772,2020-02-08,0.68,109.22
95731,1772,2020-02-08,1.37,40.96
47364,1772,2020-02-08,0.34,269.62
64948,1772,2020-02-08,0.68,27.3
64915,1772,2020-02-08,0.34,85.32
85975,1772,2020-02-08,0.34,10.24
28525,1772,2020-02-08,1.02,109.22
24711,1772,2020-02-08,0.34,928.33
13591,1772,2020-02-08,0.34,3.41
57084,1772,2020-02-08,2.05,40.96
17941,1772,2020-02-08,0.34,3.41
98402,1772,2020-02-08,0.34,10.24
28525,1772,2020-02-09,0.68,33.9
92993,1772,2020-02-09,0.68,142.37
57084,1772,2020-02-09,1.02,64.41
69863,1772,2020-02-09,0.34,6.78
99916,1772,2020-02-09,0.34,3.39
47364,1772,2020-02-09,0.34,23.73
32213,1772,2020-02-09,0.34,50.85
95731,1772,2020-02-09,1.36,33.9
64948,1772,2020-02-09,0.34,10.17
41675,1772,2020-02-10,1.04,25.45
85836,1772,2020-02-10,0.54,44.22
24744,1772,2020-02-10,0.04,2.09
95253,1772,2020-02-10,0.04,9.18
67431,1772,2020-02-10,0.04,0.83
33562,1772,2020-02-10,6.13,168.13
50712,1772,2020-02-10,0.04,2.09
26753,1772,2020-02-10,0.04,0.42
49369,1772,2020-02-10,0.63,61.33
36620,1772,2020-02-10,0.17,5.84
49050,1772,2020-02-10,1.21,292.03
99916,1772,2020-02-10,6.47,284.94
70167,1772,2020-02-10,0.13,2.92
19044,1772,2020-02-10,0.92,215.69
54430,1772,2020-02-10,0.04,0.42
32213,1772,2020-02-10,19.07,1097.2
95983,1772,2020-02-10,0.04,0.42
77430,1772,2020-02-10,0.04,0.42
73101,1772,2020-02-10,0.04,0.42
42725,1772,2020-02-10,0.04,0.83
11156,1772,2020-02-10,0.04,0.42
67035,1772,2020-02-10,0.25,9.18
66051,1772,2020-02-10,0.08,2.5
58840,1772,2020-02-10,0.08,2.92
33185,1772,2020-02-10,0.21,5.42
57084,1772,2020-02-10,16.48,902.38
52175,1772,2020-02-10,0.04,1.25
10650,1772,2020-02-10,0.04,0.42
63178,1772,2020-02-10,0.04,0.42
47364,1772,2020-02-10,25.99,4537.76
76214,1772,2020-02-10,4.05,389.65
92867,1772,2020-02-10,0.33,7.93
78818,1772,2020-02-10,0.04,5.01
11726,1772,2020-02-10,0.04,20.03
13591,1772,2020-02-10,0.13,31.71
95731,1772,2020-02-10,22.53,1843.97
65277,1772,2020-02-10,0.04,0.42
50479,1772,2020-02-10,1.38,126.83
39299,1772,2020-02-10,0.04,2.5
91165,1772,2020-02-10,1.13,55.9
82194,1772,2020-02-10,0.04,0.42
69429,1772,2020-02-10,0.04,3.34
16753,1772,2020-02-10,1.25,99.29
49571,1772,2020-02-10,0.13,1.67
57949,1772,2020-02-10,0.29,21.28
97280,1772,2020-02-10,1.54,158.11
17941,1772,2020-02-10,3.34,89.7
49518,1772,2020-02-10,0.17,2.09
33326,1772,2020-02-10,1.46,148.52
34778,1772,2020-02-10,2.63,30.87
94984,1772,2020-02-10,0.08,1.67
17332,1772,2020-02-10,3.46,232.37
69921,1772,2020-02-10,0.67,75.51
61441,1772,2020-02-10,9.68,565.29
44820,1772,2020-02-10,0.04,0.42
51340,1772,2020-02-10,0.13,2.92
82177,1772,2020-02-10,0.21,30.45
24829,1772,2020-02-10,4.59,439.3
80144,1772,2020-02-10,0.29,5.84
94383,1772,2020-02-10,3.92,106.38
11206,1772,2020-02-10,0.17,2.09
81654,1772,2020-02-10,0.42,5.84
11296,1772,2020-02-10,4.05,470.59
85072,1772,2020-02-10,0.08,0.83
28504,1772,2020-02-10,0.33,12.1
24711,1772,2020-02-10,5.05,1933.67
94954,1772,2020-02-10,4.38,120.15
98402,1772,2020-02-10,22.61,2122.24
41581,1772,2020-02-10,0.08,0.83
77713,1772,2020-02-10,0.88,68.0
36102,1772,2020-02-10,1.54,376.3
81457,1772,2020-02-10,0.0,0.0
30851,1772,2020-02-10,0.04,0.42
13699,1772,2020-02-10,6.09,235.29
89802,1772,2020-02-10,0.04,1.67
91873,1772,2020-02-10,1.34,128.08
64636,1772,2020-02-10,0.17,19.19
37600,1772,2020-02-10,0.13,2.09
18663,1772,2020-02-10,0.08,0.83
10225,1772,2020-02-10,0.04,0.42
