product_id,district_id,date,percent_access,engagement_index
79578,1965,2020-01-01,0.06,0.62
64947,1965,2020-01-01,0.19,2.5
95731,1965,2020-01-01,7.18,1376.64
47319,1965,2020-01-01,0.12,5.0
19181,1965,2020-01-01,0.06,3.75
69863,1965,2020-01-01,0.06,1.25
81189,1965,2020-01-01,0.44,63.71
89802,1965,2020-01-01,0.06,0.62
10533,1965,2020-01-01,0.06,0.62
90153,1965,2020-01-01,1.56,208.62
36692,1965,2020-01-01,0.06,0.62
93413,1965,2020-01-01,0.06,6.87
14168,1965,2020-01-01,0.06,0.62
72468,1965,2020-01-01,0.06,4.37
29322,1965,2020-01-01,0.06,0.62
98265,1965,2020-01-01,0.31,9.37
29286,1965,2020-01-01,0.06,1.25
26533,1965,2020-01-01,0.06,1.87
61384,1965,2020-01-01,0.06,0.62
81654,1965,2020-01-01,0.06,1.25
26372,1965,2020-01-01,0.06,0.62
64013,1965,2020-01-01,0.06,4.37
49560,1965,2020-01-01,0.06,0.62
60825,1965,2020-01-01,0.12,1.25
51340,1965,2020-01-01,0.25,22.49
95859,1965,2020-01-01,0.0,0.0
37209,1965,2020-01-01,0.06,0.62
35971,1965,2020-01-01,0.06,0.62
16406,1965,2020-01-01,0.12,4.37
15225,1965,2020-01-01,0.12,1.25
63016,1965,2020-01-01,0.06,3.12
48362,1965,2020-01-01,0.06,5.62
56603,1965,2020-01-01,0.06,3.75
48165,1965,2020-01-01,0.19,8.12
11286,1965,2020-01-01,0.06,8.74
58235,1965,2020-01-01,0.06,1.25
13591,1965,2020-01-01,0.06,1.87
77660,1965,2020-01-01,0.06,0.62
13699,1965,2020-01-01,0.12,3.12
41424,1965,2020-01-01,0.69,472.83
57371,1965,2020-01-01,0.06,14.99
77698,1965,2020-01-01,0.19,16.24
94324,1965,2020-01-01,0.06,0.62
88925,1965,2020-01-01,0.12,4.37
28456,1965,2020-01-01,0.44,15.62
94264,1965,2020-01-01,0.06,6.87
91030,1965,2020-01-01,0.06,6.25
56028,1965,2020-01-01,0.06,1.25
83248,1965,2020-01-01,0.06,0.62
91279,1965,2020-01-01,0.37,18.74
39938,1965,2020-01-01,0.06,3.12
99916,1965,2020-01-01,3.19,169.27
33185,1965,2020-01-01,0.44,23.74
28504,1965,2020-01-01,0.87,53.09
72758,1965,2020-01-01,0.19,11.24
32213,1965,2020-01-01,4.5,304.18
50104,1965,2020-01-01,0.06,0.62
21127,1965,2020-01-01,0.06,0.62
10084,1965,2020-01-01,0.06,0.62
72784,1965,2020-01-01,0.19,3.12
86407,1965,2020-01-01,0.06,0.62
36620,1965,2020-01-01,0.56,49.34
11406,1965,2020-01-01,0.12,12.49
29312,1965,2020-01-01,0.12,5.0
34887,1965,2020-01-01,0.37,63.09
24342,1965,2020-01-01,0.06,17.49
52175,1965,2020-01-01,0.06,0.62
92918,1965,2020-01-01,0.19,3.12
64948,1965,2020-01-01,0.25,11.24
15254,1965,2020-01-01,0.25,18.11
45005,1965,2020-01-01,0.06,3.75
45811,1965,2020-01-01,0.12,15.62
49619,1965,2020-01-01,0.06,1.25
62807,1965,2020-01-01,0.06,1.25
73952,1965,2020-01-01,0.06,0.62
74469,1965,2020-01-01,0.06,1.87
78818,1965,2020-01-01,0.06,6.25
43491,1965,2020-01-01,0.31,143.04
92844,1965,2020-01-01,0.06,0.62
90929,1965,2020-01-01,0.06,1.25
83394,1965,2020-01-01,0.06,0.62
13496,1965,2020-01-01,0.87,52.47
25793,1965,2020-01-01,0.06,0.62
80560,1965,2020-01-01,0.12,1.87
65358,1965,2020-01-01,0.06,0.62
26488,1965,2020-01-01,1.94,513.43
16164,1965,2020-01-01,0.06,7.5
71805,1965,2020-01-01,0.06,0.62
69429,1965,2020-01-01,0.12,3.12
35201,1965,2020-01-01,0.12,32.48
83848,1965,2020-01-01,0.06,1.87
72673,1965,2020-01-01,0.06,0.62
86059,1965,2020-01-01,0.31,38.73
54430,1965,2020-01-01,0.06,0.62
46123,1965,2020-01-01,0.25,3.12
71564,1965,2020-01-01,0.06,8.12
76214,1965,2020-01-01,0.06,1.25
80144,1965,2020-01-01,0.44,5.62
86775,1965,2020-01-01,0.12,43.72
24711,1965,2020-01-01,0.06,1.25
57084,1965,2020-01-01,0.12,2.5
37254,1965,2020-01-01,0.06,1.87
69827,1965,2020-01-01,1.87,38.1
26491,1965,2020-01-02,0.06,0.62
51340,1965,2020-01-02,1.06,31.23
37891,1965,2020-01-02,0.06,14.37
36620,1965,2020-01-02,0.94,88.07
89802,1965,2020-01-02,0.06,4.37
52175,1965,2020-01-02,0.25,6.25
55589,1965,2020-01-02,5.06,419.74
23483,1965,2020-01-02,0.06,1.87
76649,1965,2020-01-02,11.87,657.71
23127,1965,2020-01-02,0.44,24.36
99671,1965,2020-01-02,0.56,47.47
68490,1965,2020-01-02,0.12,1.25
56603,1965,2020-01-02,0.06,0.62
35971,1965,2020-01-02,0.44,24.36
88878,1965,2020-01-02,0.25,17.49
91030,1965,2020-01-02,0.06,0.62
52758,1965,2020-01-02,0.06,0.62
61384,1965,2020-01-02,2.37,459.71
31827,1965,2020-01-02,0.06,2.5
49687,1965,2020-01-02,0.06,2.5
78818,1965,2020-01-02,0.19,3.12
16164,1965,2020-01-02,1.31,96.81
26753,1965,2020-01-02,0.06,0.62
92894,1965,2020-01-02,0.06,7.5
50104,1965,2020-01-02,0.12,1.87
59942,1965,2020-01-02,0.12,8.12
79143,1965,2020-01-02,0.06,0.62
35839,1965,2020-01-02,0.06,8.74
55278,1965,2020-01-02,0.12,10.62
35696,1965,2020-01-02,0.06,19.36
30591,1965,2020-01-02,0.06,2.5
37017,1965,2020-01-02,0.06,1.87
95066,1965,2020-01-02,0.06,0.62
97280,1965,2020-01-02,4.56,996.25
81654,1965,2020-01-02,0.56,10.62
48625,1965,2020-01-02,0.06,1.87
33326,1965,2020-01-02,0.69,28.11
37745,1965,2020-01-02,0.06,0.62
29322,1965,2020-01-02,0.69,52.47
28701,1965,2020-01-02,0.06,1.87
19184,1965,2020-01-02,0.12,1.25
39004,1965,2020-01-02,0.06,0.62
15225,1965,2020-01-02,0.44,10.62
80560,1965,2020-01-02,0.81,241.1
36083,1965,2020-01-02,0.06,1.25
99792,1965,2020-01-02,0.06,4.37
54827,1965,2020-01-02,0.44,8.74
16406,1965,2020-01-02,0.56,100.56
41581,1965,2020-01-02,0.06,4.37
64948,1965,2020-01-02,0.5,124.92
62807,1965,2020-01-02,0.56,32.48
99674,1965,2020-01-02,0.06,1.87
18663,1965,2020-01-02,0.12,1.25
79578,1965,2020-01-02,0.06,0.62
90929,1965,2020-01-02,1.37,28.73
83248,1965,2020-01-02,0.12,2.5
55920,1965,2020-01-02,0.06,3.12
77666,1965,2020-01-02,0.19,5.0
86294,1965,2020-01-02,0.06,0.62
47319,1965,2020-01-02,1.31,143.04
24711,1965,2020-01-02,6.06,6071.21
98001,1965,2020-01-02,0.06,2.5
77698,1965,2020-01-02,0.19,9.37
26488,1965,2020-01-02,20.11,10347.28
95731,1965,2020-01-02,46.66,11546.53
10811,1965,2020-01-02,0.06,2.5
33185,1965,2020-01-02,9.93,1473.45
45811,1965,2020-01-02,0.19,2.5
69827,1965,2020-01-02,34.92,2792.0
10650,1965,2020-01-02,0.44,52.47
42091,1965,2020-01-02,0.06,0.62
79289,1965,2020-01-02,0.06,3.75
25793,1965,2020-01-02,0.12,4.37
85836,1965,2020-01-02,0.12,2.5
40825,1965,2020-01-02,0.06,0.62
86059,1965,2020-01-02,0.69,53.09
15305,1965,2020-01-02,0.19,2.5
16401,1965,2020-01-02,0.56,25.61
86575,1965,2020-01-02,0.25,9.37
